0.000000,-0.650000,0.000000,1.800000,0.000000,0.420000,0.000000
0.000000,-0.650000,0.000000,1.800000,0.000000,0.420000,0.000000
0.005182,-0.650141,-0.007977,1.800337,0.000537,0.419602,-0.005448
0.013829,-0.648970,-0.018983,1.797867,0.001861,0.422235,-0.013321
0.023021,-0.649240,-0.030491,1.798081,0.003374,0.421973,-0.021581
0.028853,-0.649097,-0.039017,1.797303,0.004118,0.422831,-0.027433
0.036023,-0.649326,-0.048727,1.797589,0.005160,0.422265,-0.034264
0.044303,-0.649178,-0.059419,1.796600,0.006448,0.423272,-0.041864
0.052043,-0.649578,-0.069633,1.796810,0.007634,0.422845,-0.049082
0.058643,-0.649446,-0.078833,1.795800,0.008528,0.423796,-0.055489
0.067900,-0.649897,-0.090375,1.795680,0.010036,0.423734,-0.063801
0.073402,-0.649980,-0.098589,1.795106,0.010689,0.424107,-0.069412
0.081625,-0.650203,-0.109208,1.794507,0.011933,0.424459,-0.076985
0.089941,-0.650735,-0.119905,1.794352,0.013227,0.424326,-0.084590
0.096497,-0.650788,-0.129039,1.793324,0.014091,0.425141,-0.090934
0.105361,-0.651045,-0.140206,1.792171,0.015478,0.426128,-0.098909
0.111169,-0.651450,-0.148665,1.791886,0.016184,0.426020,-0.104724
0.119428,-0.651806,-0.159280,1.790996,0.017404,0.426565,-0.112282
0.128239,-0.652536,-0.170367,1.790517,0.018754,0.426706,-0.120223
0.133603,-0.652515,-0.178423,1.789012,0.019352,0.427965,-0.125634
0.141237,-0.652960,-0.188458,1.788195,0.020406,0.428306,-0.132734
0.150292,-0.653548,-0.199740,1.787041,0.021793,0.429101,-0.140785
0.156570,-0.653895,-0.208571,1.785791,0.022565,0.430038,-0.146850
0.163681,-0.654454,-0.218118,1.785087,0.023508,0.430130,-0.153521
0.170226,-0.654372,-0.227178,1.782817,0.024322,0.432097,-0.159697
0.178866,-0.655308,-0.238037,1.782088,0.025565,0.432280,-0.167475
0.186025,-0.655697,-0.247605,1.780448,0.026502,0.433484,-0.174096
0.193221,-0.656379,-0.257181,1.779518,0.027425,0.433758,-0.180790
0.200558,-0.656920,-0.266875,1.777850,0.028358,0.435001,-0.187541
0.208133,-0.657395,-0.276766,1.776069,0.029350,0.436220,-0.194410
0.215584,-0.658191,-0.286525,1.774800,0.030289,0.436898,-0.201247
0.222034,-0.658555,-0.295407,1.773015,0.031019,0.438055,-0.207298
0.230281,-0.659283,-0.305840,1.771145,0.032100,0.439333,-0.214626
0.237248,-0.660256,-0.315127,1.770067,0.032906,0.439740,-0.221101
0.244838,-0.660809,-0.324954,1.767965,0.033821,0.441169,-0.227904
0.252518,-0.661507,-0.334848,1.765871,0.034756,0.442641,-0.234751
0.259326,-0.662275,-0.343960,1.764149,0.035498,0.443682,-0.241013
0.266473,-0.663053,-0.353351,1.762448,0.036297,0.444543,-0.247484
0.273316,-0.663288,-0.362493,1.759438,0.037042,0.446976,-0.253590
0.281507,-0.664582,-0.372730,1.758015,0.037999,0.447539,-0.260845
0.287758,-0.665018,-0.381307,1.755486,0.038585,0.449378,-0.266575
0.294802,-0.665912,-0.390533,1.753729,0.039303,0.450173,-0.272925
0.302850,-0.666865,-0.400619,1.751186,0.040212,0.451996,-0.279887
0.309301,-0.667679,-0.409307,1.749260,0.040803,0.452980,-0.285758
0.316343,-0.668207,-0.418503,1.746280,0.041498,0.455167,-0.291906
0.324019,-0.669782,-0.428162,1.744976,0.042252,0.455453,-0.298742
0.330905,-0.670180,-0.437190,1.741544,0.042880,0.458127,-0.304697
0.338383,-0.671202,-0.446672,1.739156,0.043601,0.459497,-0.311173
0.345665,-0.672563,-0.455947,1.737231,0.044249,0.460441,-0.317593
0.351691,-0.672961,-0.464178,1.734233,0.044680,0.462436,-0.322920
0.359468,-0.674126,-0.473843,1.731572,0.045391,0.464075,-0.329536
0.366411,-0.675310,-0.482778,1.729143,0.045939,0.465535,-0.335596
0.371811,-0.675476,-0.490433,1.725891,0.046228,0.467701,-0.340379
0.380093,-0.676916,-0.500439,1.723150,0.046956,0.469353,-0.347314
0.387846,-0.678263,-0.509983,1.720235,0.047596,0.471263,-0.353819
0.393565,-0.678803,-0.517826,1.717277,0.047890,0.473030,-0.358820
0.401449,-0.680160,-0.527428,1.714296,0.048507,0.474853,-0.365359
0.407985,-0.681072,-0.535903,1.711060,0.048897,0.477033,-0.370897
0.414562,-0.682071,-0.544372,1.708205,0.049277,0.478584,-0.376470
0.422718,-0.683648,-0.554107,1.705004,0.049866,0.480642,-0.383134
0.428633,-0.684287,-0.561998,1.701551,0.050104,0.482907,-0.388129
0.435607,-0.685614,-0.570702,1.698794,0.050475,0.484254,-0.393960
0.442712,-0.686557,-0.579534,1.694828,0.050875,0.487083,-0.399654
0.450094,-0.688117,-0.588512,1.691835,0.051279,0.488731,-0.405704
0.455893,-0.689079,-0.596189,1.688810,0.051425,0.490385,-0.410622
0.463159,-0.690388,-0.605033,1.685347,0.051761,0.492447,-0.416462
0.469690,-0.691035,-0.613305,1.680972,0.052015,0.495583,-0.421562
0.476669,-0.692706,-0.621828,1.678146,0.052275,0.496911,-0.427296
0.483271,-0.693418,-0.630095,1.673753,0.052489,0.499960,-0.432404
0.490690,-0.695348,-0.638897,1.670796,0.052751,0.501408,-0.438421
0.496187,-0.695769,-0.646236,1.666644,0.052799,0.504119,-0.442725
0.503803,-0.697550,-0.655147,1.663150,0.053037,0.506061,-0.448733
0.510865,-0.698770,-0.663635,1.658831,0.053231,0.508974,-0.454112
0.516838,-0.699856,-0.671219,1.655356,0.053264,0.510798,-0.458851
0.524649,-0.701465,-0.680219,1.650938,0.053494,0.513745,-0.464713
0.530523,-0.702655,-0.687651,1.647403,0.053459,0.515666,-0.469387
0.537588,-0.704151,-0.695988,1.643428,0.053542,0.517966,-0.474764
0.543319,-0.705115,-0.703280,1.639487,0.053475,0.520283,-0.479175
0.550332,-0.706333,-0.711540,1.634926,0.053530,0.523162,-0.484310
0.558298,-0.708121,-0.720475,1.630189,0.053660,0.526306,-0.490111
0.563471,-0.709597,-0.727187,1.627317,0.053455,0.527403,-0.494385
0.569731,-0.710167,-0.734809,1.622269,0.053373,0.530644,-0.498751
0.577463,-0.711900,-0.743462,1.617431,0.053414,0.533775,-0.504283
0.583460,-0.712952,-0.750797,1.612999,0.053293,0.536432,-0.508604
0.590188,-0.714862,-0.758567,1.609257,0.053181,0.538282,-0.513673
0.596657,-0.715800,-0.766206,1.604112,0.053039,0.541618,-0.518122
0.603922,-0.717957,-0.774295,1.599984,0.052919,0.543879,-0.523484
0.609221,-0.718257,-0.781039,1.594798,0.052661,0.547210,-0.526990
0.616479,-0.720131,-0.789080,1.590240,0.052495,0.549777,-0.532157
0.623792,-0.722018,-0.797137,1.585361,0.052347,0.552756,-0.537242
0.629215,-0.723132,-0.803794,1.581029,0.052021,0.555145,-0.541100
0.635489,-0.724472,-0.811038,1.576466,0.051739,0.557572,-0.545420
0.643110,-0.726025,-0.819257,1.570544,0.051536,0.561560,-0.550366
0.649547,-0.728170,-0.826458,1.566567,0.051212,0.563470,-0.555070
0.654976,-0.728224,-0.833138,1.560614,0.050860,0.567354,-0.558206
0.661797,-0.729898,-0.840620,1.555600,0.050518,0.570201,-0.562787
0.669488,-0.732136,-0.848650,1.550162,0.050230,0.573607,-0.567915
0.675179,-0.733730,-0.855222,1.545823,0.049786,0.575792,-0.571885
0.681579,-0.735065,-0.862324,1.540585,0.049383,0.578745,-0.575951
0.687583,-0.736031,-0.869162,1.535066,0.048950,0.582029,-0.579609
0.695058,-0.738052,-0.876896,1.529272,0.048559,0.585642,-0.584366
0.700752,-0.739118,-0.883409,1.524012,0.048049,0.588639,-0.587909
0.699985,-0.741570,-0.880791,1.527936,0.044103,0.584983,-0.594962
0.700972,-0.743170,-0.879617,1.528882,0.040220,0.584362,-0.602203
0.701053,-0.743392,-0.877984,1.529198,0.036354,0.584271,-0.608294
0.702244,-0.744757,-0.876994,1.529733,0.032504,0.584039,-0.615445
0.702735,-0.746228,-0.875481,1.531216,0.028592,0.582814,-0.622427
0.703795,-0.746914,-0.874496,1.531149,0.024763,0.583138,-0.629129
0.704205,-0.747787,-0.873023,1.531895,0.020889,0.582707,-0.635697
0.705267,-0.749369,-0.871911,1.532937,0.016991,0.581971,-0.642951
0.705753,-0.750229,-0.870506,1.533685,0.013122,0.581504,-0.649528
0.706334,-0.751141,-0.869156,1.534391,0.009237,0.581106,-0.656194
0.707702,-0.752524,-0.868308,1.534816,0.005389,0.581051,-0.663397
0.708180,-0.754120,-0.866805,1.536508,0.001451,0.579692,-0.670419
0.708983,-0.754678,-0.865669,1.536549,-0.002404,0.579989,-0.676953
0.709005,-0.755875,-0.863924,1.538302,-0.006314,0.578521,-0.683506
0.710403,-0.757479,-0.863070,1.539019,-0.010225,0.578206,-0.690900
0.710905,-0.757892,-0.861751,1.539189,-0.014080,0.578413,-0.697213
0.711874,-0.759776,-0.860586,1.540769,-0.018009,0.577216,-0.704549
0.712522,-0.760381,-0.859348,1.541058,-0.021886,0.577312,-0.711047
0.713338,-0.761541,-0.858168,1.541853,-0.025784,0.576936,-0.717914
0.713752,-0.762544,-0.856738,1.542975,-0.029690,0.576173,-0.724517
0.714782,-0.764276,-0.855646,1.544300,-0.033644,0.575283,-0.731819
0.715247,-0.764700,-0.854319,1.544567,-0.037510,0.575444,-0.738116
0.716142,-0.766218,-0.853178,1.545804,-0.041427,0.574626,-0.745185
0.717144,-0.767107,-0.852164,1.546017,-0.045303,0.574928,-0.751970
0.717664,-0.768966,-0.850746,1.548128,-0.049284,0.573233,-0.759084
0.718801,-0.769951,-0.849825,1.548427,-0.053174,0.573407,-0.765982
0.719014,-0.770667,-0.848324,1.549359,-0.057080,0.572943,-0.772322
0.719892,-0.772212,-0.847188,1.550705,-0.061036,0.572052,-0.779419
0.720439,-0.772997,-0.845906,1.551424,-0.064953,0.571801,-0.785961
0.721299,-0.774214,-0.844799,1.552311,-0.068865,0.571428,-0.792838
0.722196,-0.775259,-0.843729,1.552913,-0.072765,0.571376,-0.799643
0.722672,-0.776977,-0.842343,1.554924,-0.076763,0.569843,-0.806639
0.723961,-0.778145,-0.841529,1.555296,-0.080667,0.570026,-0.813691
0.724306,-0.779255,-0.840123,1.556674,-0.084604,0.569150,-0.820266
0.725454,-0.780693,-0.839201,1.557564,-0.088560,0.568828,-0.827424
0.725563,-0.781082,-0.837707,1.558346,-0.092455,0.568530,-0.833510
0.727015,-0.783142,-0.836937,1.559603,-0.096441,0.567919,-0.841119
0.727817,-0.784076,-0.835854,1.560275,-0.100340,0.567807,-0.847793
0.728286,-0.785316,-0.834538,1.561702,-0.104322,0.566935,-0.854526
0.729042,-0.786366,-0.833421,1.562555,-0.108251,0.566673,-0.861258
0.729874,-0.787866,-0.832333,1.563939,-0.112234,0.565866,-0.868274
0.730554,-0.788716,-0.831190,1.564641,-0.116159,0.565760,-0.874875
0.731596,-0.789880,-0.830257,1.565306,-0.120066,0.565739,-0.881771
0.732409,-0.791659,-0.829145,1.566969,-0.124085,0.564746,-0.888931
0.733172,-0.792448,-0.828082,1.567593,-0.127990,0.564697,-0.895508
0.733685,-0.794032,-0.826817,1.569438,-0.132031,0.563474,-0.902438
0.734975,-0.795485,-0.826056,1.570272,-0.135959,0.563281,-0.909581
0.735151,-0.796190,-0.824639,1.571400,-0.139923,0.562769,-0.915880
0.736065,-0.797131,-0.823656,1.571915,-0.143833,0.562970,-0.922613
0.737437,-0.799094,-0.822922,1.573268,-0.147841,0.562321,-0.930098
0.737458,-0.800044,-0.821447,1.575005,-0.151842,0.561136,-0.936419
0.738925,-0.801073,-0.820787,1.574935,-0.155720,0.562029,-0.943462
0.739275,-0.802515,-0.819495,1.576903,-0.159761,0.560666,-0.950194
0.740885,-0.803853,-0.818925,1.577110,-0.163671,0.561277,-0.957464
0.740892,-0.805048,-0.817458,1.579159,-0.167707,0.559832,-0.963894
0.742160,-0.806349,-0.816718,1.579851,-0.171650,0.559860,-0.970971
0.742808,-0.807565,-0.815608,1.581032,-0.175621,0.559450,-0.977712
0.744116,-0.809136,-0.814896,1.582005,-0.179591,0.559230,-0.984940
0.744047,-0.810147,-0.813419,1.583942,-0.183631,0.557919,-0.991244
0.745886,-0.811953,-0.812999,1.584534,-0.187598,0.558170,-0.998867
0.745320,-0.812343,-0.811268,1.586285,-0.191599,0.557028,-1.004604
0.747559,-0.814742,-0.811076,1.587116,-0.195590,0.557102,-1.012693
0.747552,-0.815148,-0.809665,1.588231,-0.199551,0.556661,-1.018716
0.748191,-0.816618,-0.808609,1.589852,-0.203569,0.555796,-1.025553
0.750162,-0.818749,-0.808291,1.590739,-0.207575,0.555777,-1.033395
0.749753,-0.819066,-0.806680,1.592217,-0.211558,0.554969,-1.039164
0.751240,-0.820230,-0.806070,1.592332,-0.215449,0.555802,-1.046282
0.751841,-0.822414,-0.805057,1.595032,-0.219597,0.553788,-1.053444
0.753164,-0.823390,-0.804384,1.595207,-0.223510,0.554497,-1.060412
0.753451,-0.824612,-0.803181,1.596979,-0.227542,0.553489,-1.066945
0.755321,-0.826410,-0.802817,1.597522,-0.231513,0.553889,-1.074584
0.754888,-0.826791,-0.801247,1.599174,-0.235509,0.552919,-1.080345
0.756845,-0.828743,-0.800931,1.599786,-0.239500,0.553290,-1.088116
0.756895,-0.829820,-0.799648,1.601715,-0.243533,0.552094,-1.094429
0.758844,-0.831938,-0.799357,1.602596,-0.247550,0.552167,-1.102265
0.758783,-0.832300,-0.797988,1.603727,-0.251509,0.551829,-1.108217
0.759875,-0.833825,-0.797257,1.604922,-0.255509,0.551510,-1.115293
0.760970,-0.835430,-0.796525,1.606181,-0.259536,0.551170,-1.122442
0.761762,-0.836464,-0.795635,1.607154,-0.263521,0.551057,-1.129165
0.762610,-0.837746,-0.794784,1.608314,-0.267500,0.550802,-1.135993
0.764176,-0.839961,-0.794326,1.609739,-0.271566,0.550355,-1.143670
0.764373,-0.840804,-0.793191,1.611334,-0.275591,0.549497,-1.149956
0.765478,-0.842031,-0.792453,1.612042,-0.279543,0.549794,-1.156926
0.766693,-0.844102,-0.791852,1.613790,-0.283638,0.548966,-1.164343
0.767616,-0.845209,-0.791082,1.614747,-0.287615,0.548890,-1.171143
0.767969,-0.846289,-0.790022,1.616311,-0.291656,0.548199,-1.177647
0.769077,-0.847650,-0.789347,1.617304,-0.295641,0.548152,-1.184662
0.770247,-0.848948,-0.788656,1.617983,-0.299586,0.548548,-1.191703
0.771309,-0.850976,-0.788059,1.620010,-0.303716,0.547354,-1.198998
0.772381,-0.852190,-0.787358,1.620828,-0.307699,0.547527,-1.205966
0.772598,-0.853032,-0.786252,1.622272,-0.311715,0.546982,-1.212278
0.774384,-0.854968,-0.785932,1.623070,-0.315702,0.547278,-1.219938
0.774772,-0.856384,-0.784997,1.625107,-0.319800,0.546070,-1.226575
0.776411,-0.857845,-0.784578,1.625488,-0.323731,0.546807,-1.233958
0.776607,-0.859065,-0.783556,1.627531,-0.327830,0.545587,-1.240408
0.778368,-0.860744,-0.783203,1.627994,-0.331782,0.546283,-1.247972
0.778147,-0.861627,-0.781999,1.630187,-0.335887,0.544861,-1.254033
0.780522,-0.863694,-0.781950,1.630340,-0.339817,0.545953,-1.262115
0.780178,-0.864758,-0.780751,1.632968,-0.343972,0.544039,-1.268160
0.782183,-0.866681,-0.780524,1.633380,-0.347937,0.544859,-1.275998
0.775125,-0.861029,-0.773797,1.636376,-0.346926,0.541653,-1.268449
0.771576,-0.855767,-0.768234,1.634557,-0.345454,0.544201,-1.263291
0.769103,-0.853700,-0.763536,1.635434,-0.344426,0.543923,-1.260060
0.762564,-0.849248,-0.756935,1.638767,-0.343665,0.540429,-1.253448
0.757093,-0.843032,-0.750379,1.637994,-0.342385,0.541530,-1.246789
0.753763,-0.840019,-0.745137,1.638620,-0.341372,0.541281,-1.242646
0.749121,-0.835785,-0.739125,1.639229,-0.340391,0.540942,-1.237295
0.743344,-0.830528,-0.732410,1.639693,-0.339379,0.540662,-1.230829
0.739413,-0.826910,-0.726728,1.640028,-0.338383,0.540585,-1.226056
0.734509,-0.823349,-0.720626,1.641726,-0.337634,0.538866,-1.220759
0.729188,-0.817752,-0.713909,1.640776,-0.336534,0.540075,-1.214429
0.725295,-0.814976,-0.708283,1.641994,-0.335741,0.538963,-1.209979
0.719553,-0.810213,-0.701469,1.642669,-0.334950,0.538230,-1.203703
0.714145,-0.805455,-0.694720,1.642689,-0.334100,0.538264,-1.197628
0.709705,-0.801749,-0.688563,1.642948,-0.333289,0.538084,-1.192501
0.703746,-0.797596,-0.681605,1.644382,-0.332709,0.536425,-1.186281
0.698812,-0.792821,-0.674950,1.643451,-0.331823,0.537443,-1.180459
0.694603,-0.790205,-0.668988,1.644817,-0.331286,0.535980,-1.175894
0.688566,-0.784956,-0.661635,1.644248,-0.330528,0.536474,-1.169178
0.684166,-0.781319,-0.655323,1.644061,-0.329825,0.536653,-1.164067
0.678400,-0.777341,-0.648246,1.644888,-0.329356,0.535575,-1.157985
0.673379,-0.772532,-0.641339,1.643430,-0.328586,0.537029,-1.152059
0.668925,-0.770093,-0.635146,1.644961,-0.328226,0.535202,-1.147308
0.663027,-0.764830,-0.627612,1.643535,-0.327578,0.536529,-1.140660
0.658959,-0.761262,-0.621309,1.642571,-0.326935,0.537473,-1.135747
0.652814,-0.757491,-0.613873,1.643618,-0.326725,0.535967,-1.129415
0.647628,-0.752732,-0.606687,1.641827,-0.326132,0.537651,-1.123374
0.643477,-0.750190,-0.600465,1.642418,-0.325828,0.536757,-1.118749
0.637245,-0.745477,-0.592649,1.641593,-0.325486,0.537269,-1.111973
0.632239,-0.741325,-0.585565,1.640247,-0.325073,0.538405,-1.106232
0.627697,-0.738225,-0.578917,1.640041,-0.324797,0.538305,-1.101111
0.622034,-0.734002,-0.571394,1.639107,-0.324575,0.538878,-1.094877
0.616921,-0.730252,-0.564237,1.638249,-0.324348,0.539379,-1.089133
0.611268,-0.726178,-0.556663,1.637276,-0.324214,0.539962,-1.082921
0.606577,-0.722579,-0.549696,1.635987,-0.323984,0.540943,-1.077496
0.600793,-0.719266,-0.542162,1.636311,-0.324114,0.539989,-1.071378
0.594175,-0.713896,-0.533625,1.633753,-0.324079,0.542159,-1.064118
0.591475,-0.711454,-0.528050,1.632320,-0.323670,0.543268,-1.060303
0.585532,-0.708099,-0.520278,1.632361,-0.323940,0.542580,-1.054021
0.580299,-0.703544,-0.512608,1.629451,-0.323840,0.545201,-1.047932
0.574465,-0.700352,-0.504852,1.629381,-0.324180,0.544614,-1.041720
0.568847,-0.696518,-0.497065,1.627948,-0.324395,0.545475,-1.035494
0.564065,-0.692993,-0.489829,1.626156,-0.324474,0.546775,-1.029916
0.557934,-0.689542,-0.481738,1.625659,-0.324979,0.546531,-1.023378
0.552286,-0.685331,-0.473757,1.623305,-0.325255,0.548301,-1.016990
0.548171,-0.682365,-0.466993,1.621670,-0.325378,0.549372,-1.012000
0.542409,-0.678748,-0.459008,1.620263,-0.325869,0.550066,-1.005621
0.537405,-0.674738,-0.451353,1.617296,-0.326122,0.552547,-0.999733
0.531621,-0.671468,-0.443353,1.616318,-0.326790,0.552724,-0.993389
